timestamp,voltage_kv,current_a,oil_temperature_c,vibration_mm_s,oil_level_percent,load_factor_percent,ambient_temperature_c,fault_status
2023-04-06 07:00:00,230.55,180.3,71.1,0.38,93.3,93.8,26.4,Normal
2023-04-06 08:00:00,224.26,133.6,70.6,0.6,95.1,112.1,33.2,Normal
2023-04-06 09:00:00,228.78,133.7,57.2,0.53,93.5,100.1,39.7,Normal
2023-04-06 10:00:00,217.6,184.6,79.9,1.88,75.5,120.0,42.1,Critical
2023-04-06 11:00:00,230.26,135.9,64.2,0.52,98.1,61.7,22.4,Normal
2023-04-06 12:00:00,230.22,163.3,57.7,0.37,97.0,52.2,37.8,Normal
2023-04-06 13:00:00,229.22,119.0,61.2,0.54,93.4,75.3,32.4,Normal
2023-04-06 14:00:00,228.99,131.3,62.6,0.64,100.0,44.7,35.9,Normal
2023-04-06 15:00:00,231.25,168.5,60.6,0.32,96.8,60.9,11.1,Normal
2023-04-06 16:00:00,214.45,195.0,76.4,0.96,91.3,76.6,29.2,Warning
2023-04-06 17:00:00,227.44,145.8,57.3,0.54,98.2,62.8,37.8,Normal
2023-04-06 18:00:00,230.57,154.8,51.4,0.32,95.4,86.8,18.3,Normal
2023-04-06 19:00:00,238.35,164.7,57.7,0.5,100.0,56.4,30.3,Normal
2023-04-06 20:00:00,228.39,164.1,75.1,0.46,98.4,108.3,25.7,Normal
2023-04-06 21:00:00,233.92,138.2,65.2,0.48,97.4,93.1,23.9,Normal
2023-04-06 22:00:00,237.67,180.6,71.8,0.45,93.2,62.8,34.5,Normal
2023-04-06 23:00:00,223.94,163.5,56.4,0.58,95.1,95.0,36.4,Normal
2023-04-07 00:00:00,237.18,179.2,66.1,0.38,91.8,43.7,14.2,Normal
2023-04-07 01:00:00,230.34,138.8,63.6,0.55,94.1,58.2,24.5,Normal
2023-04-07 02:00:00,200.0,211.9,110.1,1.42,94.2,120.0,26.3,Critical
2023-04-07 03:00:00,224.44,148.9,74.2,0.45,97.7,93.1,17.3,Normal
2023-04-07 04:00:00,226.62,164.3,66.2,0.43,93.9,73.9,9.4,Normal
2023-04-07 05:00:00,233.83,140.4,42.7,0.5,92.8,100.3,19.1,Normal
2023-04-07 06:00:00,216.22,192.7,68.4,0.64,90.5,64.2,12.5,Warning
2023-04-07 07:00:00,238.63,161.6,62.9,0.5,96.5,89.6,17.4,Normal
2023-04-07 08:00:00,231.83,139.9,63.5,0.52,95.0,86.0,29.9,Normal
2023-04-07 09:00:00,222.46,122.8,62.0,0.68,92.4,71.9,19.6,Normal
2023-04-07 10:00:00,227.23,153.6,76.2,0.55,92.6,116.3,25.8,Normal
2023-04-07 11:00:00,220.38,215.3,70.3,1.13,83.6,113.6,32.4,Warning
2023-04-07 12:00:00,236.46,188.0,55.9,0.63,90.8,59.3,17.0,Normal
2023-04-07 13:00:00,232.52,150.7,63.7,0.51,96.8,85.0,35.9,Normal
2023-04-07 14:00:00,239.1,149.6,60.8,0.56,91.6,64.8,35.0,Normal
2023-04-07 15:00:00,229.38,125.8,53.1,0.5,98.4,91.9,26.1,Normal
2023-04-07 16:00:00,240.04,147.9,63.9,0.24,93.7,87.8,40.6,Normal
2023-04-07 17:00:00,225.85,159.2,73.4,0.5,88.2,78.7,32.6,Normal
2023-04-07 18:00:00,225.26,144.9,55.8,0.24,98.1,74.9,41.0,Normal
2023-04-07 19:00:00,234.29,142.9,64.3,0.56,97.9,79.8,36.1,Normal
2023-04-07 20:00:00,206.44,190.1,89.0,1.56,70.4,61.6,41.7,Critical
2023-04-07 21:00:00,227.97,146.7,62.1,0.65,98.8,56.4,19.7,Normal
2023-04-07 22:00:00,234.25,162.0,64.7,0.39,93.0,67.2,27.8,Normal
2023-04-07 23:00:00,238.52,136.3,56.8,0.49,98.1,53.3,39.5,Normal
2023-04-08 00:00:00,207.94,198.0,66.0,1.71,78.6,99.3,21.5,Critical
2023-04-08 01:00:00,228.4,140.3,64.2,0.43,90.4,115.9,11.4,Normal
2023-04-08 02:00:00,230.91,114.6,49.0,0.51,95.5,93.9,29.0,Normal
2023-04-08 03:00:00,229.25,131.0,77.0,0.59,91.3,75.6,26.4,Normal
2023-04-08 04:00:00,228.27,165.4,71.7,0.48,94.2,97.5,34.3,Normal
2023-04-08 05:00:00,230.36,117.4,67.8,0.57,86.7,78.8,20.8,Normal
2023-04-08 06:00:00,228.9,131.9,63.8,0.64,93.7,89.5,16.9,Normal
2023-04-08 07:00:00,233.79,150.0,67.8,0.5,96.9,36.5,10.8,Normal
2023-04-08 08:00:00,232.09,109.1,60.8,0.49,92.5,64.6,27.7,Normal
2023-04-08 09:00:00,235.05,130.8,60.4,0.43,87.7,77.1,34.3,Normal
2023-04-08 10:00:00,235.08,132.6,55.0,0.5,97.5,77.3,27.9,Normal
2023-04-08 11:00:00,235.71,135.2,63.2,0.66,94.4,56.0,18.3,Normal
2023-04-08 12:00:00,225.31,157.1,57.8,0.53,92.8,43.1,28.1,Normal
2023-04-08 13:00:00,230.74,160.4,59.6,0.42,96.2,97.8,25.1,Normal
2023-04-08 14:00:00,232.12,143.6,52.7,0.6,97.7,85.7,23.2,Normal
2023-04-08 15:00:00,232.99,167.9,78.0,0.6,95.2,55.4,26.6,Normal
2023-04-08 16:00:00,231.28,164.2,75.8,0.49,100.0,48.6,29.2,Normal
2023-04-08 17:00:00,200.42,162.8,87.0,1.06,78.7,95.9,50.0,Critical
2023-04-08 18:00:00,222.46,168.2,65.8,0.6,93.7,55.0,12.8,Normal
2023-04-08 19:00:00,214.67,191.9,89.8,0.69,91.1,54.5,32.2,Warning
2023-04-08 20:00:00,233.34,121.0,63.4,0.57,86.2,95.0,28.5,Normal
2023-04-08 21:00:00,233.58,141.7,51.2,0.55,94.8,75.5,35.9,Normal
2023-04-08 22:00:00,233.81,188.4,66.2,0.43,94.4,81.2,35.2,Normal
2023-04-08 23:00:00,222.66,150.2,77.9,0.48,97.8,82.4,34.6,Normal
2023-04-09 00:00:00,225.95,133.9,65.2,0.35,94.2,78.8,42.8,Normal
2023-04-09 01:00:00,232.01,162.5,74.3,0.4,94.5,111.4,24.2,Normal
2023-04-09 02:00:00,235.58,169.3,53.2,0.53,95.4,79.9,17.5,Normal
2023-04-09 03:00:00,224.42,140.5,64.2,0.62,100.0,95.9,33.6,Normal
2023-04-09 04:00:00,224.98,141.8,66.7,0.44,96.7,85.8,30.4,Normal
2023-04-09 05:00:00,235.13,131.9,72.5,0.43,92.2,83.0,37.2,Normal
2023-04-09 06:00:00,228.9,180.5,78.1,0.83,82.4,60.1,29.1,Warning
2023-04-09 07:00:00,230.4,150.2,70.4,0.48,96.7,72.8,43.2,Normal
2023-04-09 08:00:00,225.65,238.5,78.5,0.76,83.5,56.1,18.1,Warning
2023-04-09 09:00:00,225.6,157.9,60.8,0.52,98.8,73.7,45.8,Normal
2023-04-09 10:00:00,224.12,147.0,60.7,0.59,88.3,53.4,23.9,Normal
2023-04-09 11:00:00,237.76,154.5,54.2,0.38,100.0,65.7,15.6,Normal
2023-04-09 12:00:00,227.73,250.3,109.1,1.21,70.0,98.3,40.0,Critical
2023-04-09 13:00:00,231.82,179.6,51.1,0.59,91.7,87.8,20.3,Normal
2023-04-09 14:00:00,225.93,137.8,53.4,0.5,92.7,86.8,31.4,Normal
2023-04-09 15:00:00,238.44,157.3,69.2,0.64,93.1,52.7,27.0,Normal
2023-04-09 16:00:00,222.89,199.1,76.6,0.72,95.2,83.3,20.4,Normal
2023-04-09 17:00:00,220.6,183.5,51.9,1.26,70.0,120.0,50.0,Critical
2023-04-09 18:00:00,222.99,175.8,72.6,0.34,93.8,66.3,32.5,Normal
2023-04-09 19:00:00,223.86,148.0,59.5,0.55,94.3,67.0,22.9,Normal
2023-04-09 20:00:00,240.18,141.7,56.7,0.56,94.6,53.8,47.3,Normal
2023-04-09 21:00:00,228.24,142.4,66.3,0.67,90.0,79.1,45.9,Normal
2023-04-09 22:00:00,230.64,125.3,60.1,0.52,99.0,69.9,33.3,Normal
2023-04-09 23:00:00,222.82,121.1,61.1,0.64,95.2,79.3,27.8,Normal
2023-04-10 00:00:00,235.55,137.8,70.5,0.42,100.0,63.0,16.2,Normal
2023-04-10 01:00:00,232.75,151.6,67.6,0.52,91.7,99.2,33.9,Normal
2023-04-10 02:00:00,236.79,139.4,68.3,0.52,98.4,92.4,26.9,Normal
2023-04-10 03:00:00,222.41,185.6,69.4,0.44,96.2,52.3,35.6,Normal
2023-04-10 04:00:00,222.64,145.6,67.0,0.6,95.3,84.5,24.7,Normal
2023-04-10 05:00:00,229.84,151.7,63.5,0.33,92.7,78.7,22.5,Normal
2023-04-10 06:00:00,229.22,143.5,58.1,0.45,94.1,75.1,28.9,Normal
2023-04-10 07:00:00,223.56,154.3,61.0,1.32,82.4,74.6,36.2,Warning
2023-04-10 08:00:00,231.8,160.4,61.5,0.52,95.2,70.3,27.5,Normal
2023-04-10 09:00:00,235.28,149.6,64.9,0.61,97.9,98.8,7.4,Normal
2023-04-10 10:00:00,232.24,195.0,66.1,0.85,93.3,68.4,35.3,Warning
2023-04-10 11:00:00,234.36,128.6,63.9,0.53,92.6,61.8,23.6,Normal
2023-04-10 12:00:00,234.01,162.9,58.1,0.57,92.5,50.8,21.3,Normal
2023-04-10 13:00:00,235.61,163.1,65.0,0.46,93.8,76.6,14.3,Normal
2023-04-10 14:00:00,228.26,145.7,54.2,0.42,96.2,75.1,21.9,Normal
2023-04-10 15:00:00,217.71,219.4,66.6,0.85,85.6,85.7,35.5,Warning
2023-04-10 16:00:00,223.15,149.9,74.5,0.68,94.6,75.6,47.1,Normal
2023-04-10 17:00:00,235.67,137.7,60.0,0.6,92.0,91.3,28.3,Normal
2023-04-10 18:00:00,232.59,144.9,60.0,0.65,94.3,68.8,24.2,Normal
2023-04-10 19:00:00,230.97,129.4,60.5,0.44,97.5,61.7,7.4,Normal
2023-04-10 20:00:00,220.16,120.6,75.9,0.5,96.5,83.0,25.6,Normal
2023-04-10 21:00:00,229.63,170.9,66.2,0.64,96.9,65.7,20.0,Normal
2023-04-10 22:00:00,219.18,210.4,70.9,0.64,89.6,83.1,33.5,Warning
2023-04-10 23:00:00,239.45,168.3,65.2,0.36,93.5,85.7,13.3,Normal
2023-04-11 00:00:00,242.13,180.4,75.5,0.67,90.5,61.8,50.0,Warning
2023-04-11 01:00:00,236.59,169.7,53.9,0.52,98.6,83.9,15.0,Normal
2023-04-11 02:00:00,226.75,141.0,60.2,0.65,89.2,84.8,12.1,Normal
2023-04-11 03:00:00,225.19,109.8,60.6,0.65,95.8,57.0,35.2,Normal
2023-04-11 04:00:00,236.16,152.1,81.3,0.58,97.0,62.9,31.3,Normal
2023-04-11 05:00:00,231.08,160.4,59.5,0.51,92.5,42.8,35.0,Normal
2023-04-11 06:00:00,222.49,152.1,67.7,0.53,94.2,79.1,29.7,Normal
2023-04-11 07:00:00,233.67,184.7,66.9,0.51,92.3,81.5,31.7,Normal
2023-04-11 08:00:00,229.04,160.9,62.7,0.57,97.7,88.5,26.2,Normal
2023-04-11 09:00:00,224.8,137.8,69.8,0.74,94.0,81.8,19.4,Normal
2023-04-11 10:00:00,225.13,136.5,48.3,0.64,88.3,71.0,13.2,Normal
2023-04-11 11:00:00,225.58,177.5,66.6,0.4,93.2,63.5,24.6,Normal
2023-04-11 12:00:00,230.86,187.9,49.7,0.5,94.1,89.2,28.5,Normal
2023-04-11 13:00:00,232.95,156.9,57.5,0.62,97.4,88.7,37.6,Normal
2023-04-11 14:00:00,232.09,179.6,68.0,0.48,95.0,74.6,19.8,Normal
2023-04-11 15:00:00,238.16,155.9,65.8,0.54,100.0,58.0,16.5,Normal
2023-04-11 16:00:00,223.1,145.3,67.0,0.45,93.4,77.1,20.0,Normal
2023-04-11 17:00:00,231.55,172.3,70.4,0.59,98.3,79.2,23.4,Normal
2023-04-11 18:00:00,200.73,208.3,82.1,1.72,82.8,112.4,17.6,Critical
2023-04-11 19:00:00,237.16,141.5,56.2,0.46,100.0,69.2,21.7,Normal
2023-04-11 20:00:00,229.04,147.0,58.7,0.51,98.2,79.7,13.9,Normal
2023-04-11 21:00:00,228.28,139.0,65.4,0.63,94.6,73.7,42.8,Normal
2023-04-11 22:00:00,234.38,161.5,80.7,0.55,89.0,87.5,9.1,Normal
2023-04-11 23:00:00,232.26,115.7,61.3,0.46,92.7,69.8,35.3,Normal
2023-04-12 00:00:00,226.43,160.9,57.3,0.48,96.0,60.1,11.9,Normal
2023-04-12 01:00:00,232.46,172.5,64.4,0.45,95.5,75.8,27.4,Normal
2023-04-12 02:00:00,217.36,128.6,58.2,0.52,95.6,84.5,27.6,Normal
2023-04-12 03:00:00,223.5,178.9,75.2,0.37,96.0,66.1,26.4,Normal
2023-04-12 04:00:00,233.43,233.3,82.5,0.86,86.3,88.6,46.3,Warning
2023-04-12 05:00:00,209.46,193.4,65.7,1.65,82.0,78.9,50.0,Critical
2023-04-12 06:00:00,227.89,147.3,64.9,0.46,95.7,92.3,13.6,Normal
2023-04-12 07:00:00,232.44,153.4,66.2,0.59,95.1,82.2,32.2,Normal
2023-04-12 08:00:00,227.48,156.0,63.0,0.49,94.0,82.1,25.8,Normal
2023-04-12 09:00:00,231.97,149.6,52.2,0.5,95.2,78.6,19.1,Normal
2023-04-12 10:00:00,215.44,195.6,72.3,0.83,86.6,84.9,24.6,Warning
2023-04-12 11:00:00,225.16,159.5,60.2,0.52,96.2,66.2,13.0,Normal
2023-04-12 12:00:00,242.13,139.4,70.0,0.69,97.4,70.5,24.3,Normal
2023-04-12 13:00:00,225.84,167.6,69.5,0.45,91.9,55.2,34.9,Normal
2023-04-12 14:00:00,230.6,154.3,58.4,0.35,97.9,75.6,34.1,Normal
2023-04-12 15:00:00,228.07,145.3,70.7,0.57,97.4,70.6,31.1,Normal
2023-04-12 16:00:00,235.55,147.9,60.9,0.63,93.0,84.4,24.4,Normal
2023-04-12 17:00:00,220.79,172.6,42.9,0.3,96.6,82.9,18.6,Normal
2023-04-12 18:00:00,230.74,99.4,70.7,0.52,94.9,75.3,29.9,Normal
2023-04-12 19:00:00,229.86,112.5,82.6,0.62,91.1,69.8,22.6,Normal
2023-04-12 20:00:00,235.39,106.8,61.0,0.32,94.1,67.9,25.8,Normal
2023-04-12 21:00:00,226.98,135.0,70.0,0.55,96.7,72.3,19.3,Normal
2023-04-12 22:00:00,229.41,160.0,47.6,0.54,95.9,75.9,23.5,Normal
2023-04-12 23:00:00,217.17,141.2,79.3,0.5,94.1,75.3,28.5,Normal
2023-04-13 00:00:00,233.29,145.4,68.4,0.67,98.0,110.1,18.4,Normal
2023-04-13 01:00:00,238.38,134.2,67.8,0.57,93.5,76.3,34.1,Normal
2023-04-13 02:00:00,219.32,221.7,61.2,1.19,93.0,83.2,25.2,Warning
2023-04-13 03:00:00,227.46,147.3,64.6,0.63,100.0,78.0,16.5,Normal
2023-04-13 04:00:00,220.63,175.4,64.7,0.56,98.5,91.1,20.0,Warning
2023-04-13 05:00:00,234.08,126.4,56.2,0.42,100.0,71.2,0.6,Normal
2023-04-13 06:00:00,236.05,143.9,50.2,0.47,96.6,81.1,43.0,Normal
2023-04-13 07:00:00,225.74,150.9,59.4,0.35,97.7,81.9,27.8,Normal
2023-04-13 08:00:00,215.12,199.4,74.9,1.51,89.3,120.0,46.9,Critical
2023-04-13 09:00:00,230.15,155.4,65.1,0.4,95.1,55.0,23.8,Normal
2023-04-13 10:00:00,238.09,200.6,65.8,0.79,83.8,83.7,42.5,Warning
2023-04-13 11:00:00,233.27,199.7,74.5,0.52,97.0,72.0,13.7,Normal
2023-04-13 12:00:00,236.53,170.2,63.1,0.53,98.7,87.7,10.4,Normal
2023-04-13 13:00:00,212.92,215.0,106.7,1.81,90.5,67.1,23.2,Critical
2023-04-13 14:00:00,235.57,138.2,52.8,0.55,93.4,101.8,28.0,Normal
2023-04-13 15:00:00,230.8,142.6,77.7,0.54,93.8,63.1,24.3,Normal
2023-04-13 16:00:00,217.18,205.7,56.9,0.77,91.1,91.8,21.4,Warning
2023-04-13 17:00:00,233.3,132.3,64.8,0.57,96.4,64.9,37.0,Normal
2023-04-13 18:00:00,211.04,242.3,112.9,1.84,89.0,99.8,46.9,Critical
2023-04-13 19:00:00,231.07,125.8,67.4,0.53,96.8,73.1,17.4,Normal
2023-04-13 20:00:00,233.28,123.7,76.7,0.48,95.7,83.4,30.9,Normal
2023-04-13 21:00:00,213.73,200.6,78.0,0.67,84.3,78.3,14.4,Warning
2023-04-13 22:00:00,238.61,179.7,68.6,0.48,94.4,86.4,42.6,Normal
2023-04-13 23:00:00,227.15,127.6,77.4,0.32,92.0,71.3,9.4,Normal
2023-04-14 00:00:00,235.56,167.1,60.4,0.63,99.3,73.3,20.5,Normal
2023-04-14 01:00:00,241.3,164.4,67.1,0.64,95.9,67.4,25.8,Normal
2023-04-14 02:00:00,235.19,110.2,62.7,0.64,93.5,98.2,39.1,Normal
2023-04-14 03:00:00,229.67,138.6,62.7,0.77,100.0,76.9,18.9,Normal
2023-04-14 04:00:00,230.59,154.9,55.1,0.51,99.0,48.0,33.3,Normal
2023-04-14 05:00:00,236.87,138.8,78.6,0.43,96.3,70.4,21.9,Normal
2023-04-14 06:00:00,226.91,164.0,71.8,0.49,90.9,81.0,29.2,Normal
2023-04-14 07:00:00,228.92,187.3,52.5,0.28,92.8,85.7,14.4,Normal
2023-04-14 08:00:00,225.1,169.0,68.7,0.54,97.3,68.6,21.2,Normal
2023-04-14 09:00:00,234.05,123.1,47.9,0.46,97.8,78.8,33.6,Normal
2023-04-14 10:00:00,219.92,156.3,70.2,0.36,97.6,73.3,50.0,Normal
2023-04-14 11:00:00,219.11,177.4,61.8,0.34,93.4,79.2,35.4,Normal
2023-04-14 12:00:00,238.61,178.4,57.3,0.61,96.2,65.2,22.9,Normal
2023-04-14 13:00:00,226.45,150.7,59.2,0.4,96.4,84.4,23.1,Normal
2023-04-14 14:00:00,235.94,173.5,72.0,0.93,87.3,86.7,-0.2,Warning
2023-04-14 15:00:00,210.2,165.2,71.7,1.1,71.7,81.3,27.7,Critical
2023-04-14 16:00:00,233.32,154.4,49.8,0.51,96.0,70.1,24.4,Normal
2023-04-14 17:00:00,230.95,165.3,52.4,0.48,99.5,96.2,33.5,Normal
2023-04-14 18:00:00,216.44,269.6,118.8,1.46,72.2,88.2,50.0,Critical
2023-04-14 19:00:00,222.15,140.6,53.7,0.51,91.4,73.4,5.5,Normal
2023-04-14 20:00:00,229.94,210.6,71.2,0.77,87.2,88.6,29.5,Warning
2023-04-14 21:00:00,219.22,257.0,77.8,1.41,87.2,59.5,5.4,Critical
2023-04-14 22:00:00,226.81,192.4,67.8,0.68,84.2,67.7,38.3,Warning
2023-04-14 23:00:00,224.1,144.7,57.8,0.35,97.6,67.2,26.9,Normal
2023-04-15 00:00:00,212.94,161.5,82.6,1.32,78.1,81.0,34.9,Warning
2023-04-15 01:00:00,226.92,167.0,58.1,0.52,93.4,93.3,18.2,Normal
2023-04-15 02:00:00,228.24,168.9,56.8,0.51,89.5,58.7,28.8,Normal
2023-04-15 03:00:00,217.07,166.4,79.9,0.68,92.1,89.3,35.2,Warning
2023-04-15 04:00:00,236.2,156.4,77.3,0.59,93.4,94.4,27.6,Normal
2023-04-15 05:00:00,228.03,155.6,73.9,0.55,100.0,91.3,30.2,Normal
2023-04-15 06:00:00,224.87,146.4,65.6,0.57,96.9,77.5,26.2,Normal
2023-04-15 07:00:00,233.6,132.8,78.6,0.3,99.4,74.3,35.0,Normal
2023-04-15 08:00:00,231.82,156.9,69.4,0.58,94.0,90.5,14.2,Normal
2023-04-15 09:00:00,229.97,166.7,73.0,0.55,93.8,88.5,18.3,Normal
2023-04-15 10:00:00,238.76,148.3,52.7,0.38,95.1,77.1,44.7,Normal
2023-04-15 11:00:00,224.81,150.8,56.5,0.45,100.0,58.0,30.9,Normal
2023-04-15 12:00:00,228.14,179.4,80.2,0.57,96.3,120.0,30.6,Warning
2023-04-15 13:00:00,242.12,142.0,68.2,0.64,93.6,54.3,8.9,Normal
2023-04-15 14:00:00,240.3,139.4,63.5,0.39,97.8,63.3,20.1,Normal
2023-04-15 15:00:00,231.5,128.7,63.6,0.64,96.3,77.0,27.1,Normal
2023-04-15 16:00:00,221.89,229.9,66.9,0.84,88.6,105.2,43.2,Warning
2023-04-15 17:00:00,229.84,155.8,67.6,0.27,90.2,65.9,19.4,Normal
2023-04-15 18:00:00,200.0,242.5,90.0,1.44,70.0,93.9,-4.4,Critical
2023-04-15 19:00:00,229.19,151.3,66.9,0.34,95.7,59.4,16.9,Normal
2023-04-15 20:00:00,233.59,190.3,65.4,0.42,95.6,89.1,31.2,Normal
2023-04-15 21:00:00,243.72,135.7,67.0,0.65,99.5,45.7,25.0,Normal
2023-04-15 22:00:00,237.42,207.8,70.6,0.46,92.0,108.3,32.3,Normal
2023-04-15 23:00:00,225.76,145.9,67.5,0.55,92.3,65.8,8.5,Normal
2023-04-16 00:00:00,235.2,143.2,68.7,0.64,95.7,73.3,26.9,Normal
2023-04-16 01:00:00,230.32,174.9,67.5,0.45,98.1,93.5,11.6,Normal
2023-04-16 02:00:00,237.66,157.3,67.3,0.6,93.3,89.3,21.2,Normal
2023-04-16 03:00:00,222.63,130.0,69.5,0.41,99.8,92.8,38.3,Normal
2023-04-16 04:00:00,230.62,155.2,55.5,0.6,96.1,83.5,41.9,Normal
2023-04-16 05:00:00,226.97,147.5,67.6,0.41,94.4,82.4,21.7,Normal
2023-04-16 06:00:00,236.54,119.8,74.0,0.57,93.3,61.1,4.2,Normal
2023-04-16 07:00:00,226.02,170.9,64.6,0.62,93.1,85.6,17.8,Normal
2023-04-16 08:00:00,225.17,147.9,59.7,0.35,94.5,76.6,37.7,Normal
2023-04-16 09:00:00,232.49,210.5,82.2,0.87,81.9,88.0,37.2,Warning
2023-04-16 10:00:00,237.29,163.7,74.9,0.4,94.0,81.4,36.6,Normal
2023-04-16 11:00:00,229.27,148.4,70.5,0.39,99.8,61.8,5.8,Normal
2023-04-16 12:00:00,230.05,184.0,69.7,0.58,95.1,72.7,9.6,Normal
2023-04-16 13:00:00,218.7,153.9,75.5,0.53,96.9,98.8,28.3,Normal
2023-04-16 14:00:00,229.39,133.6,81.2,0.55,92.2,57.4,37.5,Normal
2023-04-16 15:00:00,224.81,187.1,42.9,0.64,96.5,76.8,23.2,Normal
2023-04-16 16:00:00,239.45,164.1,57.8,0.33,95.5,75.0,9.8,Normal
2023-04-16 17:00:00,229.72,138.5,65.1,0.57,99.5,88.6,17.8,Normal
2023-04-16 18:00:00,231.84,151.3,54.3,0.54,100.0,75.5,9.1,Normal
2023-04-16 19:00:00,230.15,125.7,71.9,0.55,94.5,70.0,22.9,Normal
2023-04-16 20:00:00,230.04,134.6,53.9,0.61,93.8,77.5,27.9,Normal
2023-04-16 21:00:00,227.58,150.7,58.2,0.68,90.0,70.4,25.7,Warning
2023-04-16 22:00:00,240.64,113.1,59.0,0.69,94.9,64.4,36.7,Normal
2023-04-16 23:00:00,230.28,143.0,66.5,0.43,91.9,73.3,14.9,Normal
2023-04-17 00:00:00,210.13,230.6,102.8,1.84,76.8,107.5,42.4,Critical
2023-04-17 01:00:00,231.64,140.4,56.8,0.55,89.9,71.0,-0.5,Normal
2023-04-17 02:00:00,223.32,132.5,73.8,0.57,93.3,85.9,33.9,Normal
2023-04-17 03:00:00,229.2,122.3,63.3,0.49,91.3,80.5,27.8,Normal
2023-04-17 04:00:00,232.23,155.6,70.8,0.48,95.6,69.0,19.2,Normal
2023-04-17 05:00:00,236.69,109.1,72.0,0.44,92.7,78.9,10.1,Normal
2023-04-17 06:00:00,218.47,158.8,72.8,0.64,96.0,120.0,5.7,Warning
2023-04-17 07:00:00,232.72,167.2,69.3,0.43,94.3,63.8,20.8,Normal
2023-04-17 08:00:00,223.95,147.7,53.0,0.48,91.3,78.1,18.2,Normal
2023-04-17 09:00:00,231.45,171.6,77.7,0.25,92.5,70.5,29.6,Normal
2023-04-17 10:00:00,221.75,130.4,66.0,0.51,96.1,81.7,28.4,Normal
2023-04-17 11:00:00,226.55,181.4,81.6,0.35,95.7,40.9,17.1,Warning
2023-04-17 12:00:00,228.87,163.5,41.0,0.5,97.4,89.9,18.0,Normal
2023-04-17 13:00:00,228.5,137.7,61.9,0.4,92.3,81.5,26.3,Normal
2023-04-17 14:00:00,232.46,154.3,70.6,0.59,89.8,62.2,22.7,Normal
2023-04-17 15:00:00,229.89,136.6,72.3,0.7,95.6,76.3,33.5,Normal
2023-04-17 16:00:00,220.67,150.6,72.8,0.44,91.3,72.2,24.4,Normal
2023-04-17 17:00:00,225.46,191.9,61.2,0.38,94.7,88.6,25.2,Normal
2023-04-17 18:00:00,232.43,132.6,76.9,0.56,98.1,80.5,33.2,Normal
2023-04-17 19:00:00,225.63,140.2,75.8,0.66,91.6,78.7,20.7,Normal
2023-04-17 20:00:00,226.51,155.7,74.1,0.55,94.0,82.7,21.4,Normal
2023-04-17 21:00:00,232.06,177.9,48.4,0.58,90.4,93.4,18.6,Normal
2023-04-17 22:00:00,223.91,163.9,67.9,0.4,91.2,72.2,13.0,Normal
2023-04-17 23:00:00,224.69,152.3,57.3,0.54,99.5,72.8,26.3,Normal
2023-04-18 00:00:00,240.09,126.2,74.5,0.61,97.6,94.4,27.8,Normal
2023-04-18 01:00:00,227.09,171.9,74.1,0.61,95.1,64.3,26.9,Normal
2023-04-18 02:00:00,232.54,205.6,70.7,0.86,81.5,104.7,20.6,Warning
2023-04-18 03:00:00,219.42,185.5,105.5,1.6,73.7,112.3,26.1,Critical
2023-04-18 04:00:00,233.75,144.5,51.2,0.4,93.7,95.5,34.0,Normal
2023-04-18 05:00:00,238.12,183.1,60.7,0.48,93.8,64.9,6.6,Normal
2023-04-18 06:00:00,229.93,124.3,64.7,0.71,93.5,77.9,34.1,Normal
2023-04-18 07:00:00,231.4,155.8,62.1,0.48,92.1,87.7,7.6,Normal
2023-04-18 08:00:00,234.86,121.9,72.7,0.46,91.3,83.7,34.3,Normal
2023-04-18 09:00:00,227.81,164.4,46.7,0.37,98.9,71.6,6.4,Normal
2023-04-18 10:00:00,226.51,131.5,63.7,0.46,95.5,74.0,38.6,Normal
2023-04-18 11:00:00,228.4,191.4,86.7,0.72,81.7,109.1,31.6,Warning
2023-04-18 12:00:00,230.7,137.3,60.1,0.58,98.0,86.8,32.9,Normal
2023-04-18 13:00:00,232.85,152.6,63.6,0.62,93.9,80.5,17.0,Normal
2023-04-18 14:00:00,226.7,145.3,58.6,0.58,91.0,76.5,26.3,Normal
2023-04-18 15:00:00,220.95,141.2,67.0,0.54,94.4,85.2,23.9,Normal
2023-04-18 16:00:00,210.16,227.5,103.9,1.3,76.1,78.3,30.0,Critical
2023-04-18 17:00:00,237.13,161.5,56.0,0.44,96.1,61.4,17.7,Normal
2023-04-18 18:00:00,236.72,137.7,72.6,0.63,92.8,61.7,22.2,Normal
2023-04-18 19:00:00,224.56,152.4,63.4,0.54,99.2,87.3,29.9,Normal
2023-04-18 20:00:00,220.17,158.9,78.8,0.2,97.1,72.6,16.5,Normal
2023-04-18 21:00:00,234.01,184.2,71.2,0.46,92.2,77.2,33.7,Normal
2023-04-18 22:00:00,228.06,144.2,87.6,0.61,98.5,53.1,17.9,Normal
2023-04-18 23:00:00,230.37,130.0,77.8,0.64,93.4,101.8,25.0,Normal
2023-04-19 00:00:00,242.95,152.9,69.6,0.64,98.8,82.7,23.6,Normal
2023-04-19 01:00:00,232.57,133.7,66.2,0.39,89.7,75.8,37.6,Normal
2023-04-19 02:00:00,234.63,148.4,79.0,0.44,89.2,42.3,13.2,Normal
2023-04-19 03:00:00,231.53,164.1,79.6,1.13,82.5,94.6,36.5,Warning
